7000,96.352201125,0,1718.873961499,0, 5446.029844243547,10,conn-1
7000,101.990527369,0,3205.879882237,0, 3739.43609303717,20,conn-1
7000,107.344955075,0,5132.187438277,0, 2707.9722703639513,30,conn-1
7000,108.051148093,0,8098.948814229,0, 1922.85505518594,40,conn-1
7000,113.654265622,0,3678.617611821,0, 3333.888981496916,50,conn-1
7000,123.043862699,0,1915.125562292,0, 4478.681476173415,60,conn-1
7000,117.645050871,0,3148.140284922,0, 3596.216779947495,70,conn-1
7000,127.152946383,0,9388.282327586,0, 1645.4134101192924,80,conn-1
7000,170.046194878,0,7712.237307916,0, 1769.2226035879835,90,conn-1
7000,113.640645562,0,7011.032714941,0, 2128.2482388745825,100,conn-1
5000,388.736765887,0,4324.709210485,0, 1578.1084791768585,10,conn-4
5000,610.153918750,0,5643.543053288,0, 1085.4816824966078,10,conn-6
5000,635.499578277,0,7448.484538935,0, 915.4910236105135,10,conn-8
5000,769.930375012,0,16380.711815645,0, 1187.140889880811,10,conn-15
