7000,105.661138904,308.043729555,0,0, 4637.358560563903,10,conn-1
7000,110.991828723,649.814256326,0,0, 2564.102564102564,20,conn-1
7000,111.223466698,991.936608430,0,0, 1785.3317146325787,30,conn-1
7000,111.018927066,223.928896279,0,0, 5656.748500961648,40,conn-1
7000,110.118586611,477.954885558,0,0, 3308.519437551696,50,conn-1
7000,115.176491848,696.783229739,0,0, 2401.940768140658,60,conn-1
7000,112.737553669,508.445267901,0,0, 3129.3027913380897,70,conn-1
7000,114.700477470,930.781154045,0,0, 1876.0318174996248,80,conn-1
7000,120.476680617,1436.193616043,0,0, 1268.359503817762,90,conn-1
7000,116.676100124,798.109508994,0,0, 2138.0313007782433,100,conn-1
5000,1166.683003332,2069.441776140,0,0, 607.0465968967778,10,conn-4
5000,2754.088722795,4446.891671908,0,0, 276.24080463421575,10,conn-6
5000,4527.860175874,6204.494324341,0,0, 177.87422513540676,10,conn-8
5000,4042.211086033,7376.655076257,0,0, 171.06327801717134,10,conn-15
