7000,96.598750000,1255.559680000,0,1355.258900000, 733.4120528936772,10,conn-1
7000,100.563430000,942.850800000,0,1046.611170000, 947.8583141392024,20,conn-1
7000,103.686060000,1511.904510000,0,1618.594980000, 614.5714900285776,30,conn-1
7000,106.552270000,1490.668250000,0,1600.319780000, 621.4692776662586,40,conn-1
7000,108.951860000,1805.457570000,0,1917.542500000, 519.0625729931743,50,conn-1
7000,103.443470000,2258.912640000,0,2365.133890000, 421.34358040920887,60,conn-1
7000,103.277350000,2350.182120000,0,2456.005250000, 405.882042560791,70,conn-1
7000,114.011020000,1088.897940000,0,1206.158900000, 823.2146532208274,80,conn-1
7000,88.049330000,993.157300000,0,1083.764640000, 916.3635030743995,90,conn-1
7000,114.806510000,1222.454030000,0,1340.314890000, 741.2733593767374,100,conn-1
5000,2091.105065000,2852.651132500,0,4947.564732500, 201.51133501259446,10,conn-4
5000,3875.152200000,5203.138893333,0,9082.705111666, 109.71998362977844,10,conn-6
5000,2630.456093750,3614.326613750,0,6249.467085000, 160.1268204417899,10,conn-8
5000,3761.977606666,8556.514245333,0,12324.833772000, 81.14887328846882,10,conn-15
