10000,92.980494538,143.746051105,0,0, 7909.515146721506,5,conn-1

10000,208.182542845,276.857085507,0,0, 3567.6061362825544,5,conn-1
10000,250.562855461,473.165068353,0,0, 2480.7740014884644,5,conn-1
10000,237.178187715,1405.314387211,0,0, 1150.3508570113884,5,conn-1
10000,258.351933924,1018.093129467,0,0, 1460.0671630895022,5,conn-1
10000,249.130183413,440.620385232,0,0, 2583.311805734952,5,conn-1

10000,103.756128980,346.339341786,0,0, 4264.210481429363,5,conn-1
10000,99.755421301,148.974826041,0,0, 7526.153383005945,5,conn-1
10000,111.304295632,393.974649633,0,0, 3810.9756097560976,5,conn-1
